order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDK10611,2018-05-03,12:03:22,Lunch,BK,"[('Salad', 10), ('Burger', 5), ('Steak', 1), ('Fries', 8), ('Chicken', 5)]",628.0,-37.8204191,144.926592,0,11.418,17.3533906
ORDY03985,2018-11-06,18:18:35,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 4)]",321.0,-37.8142098,144.9629982,0,8.032,12.013136
ORDI00870,2018-09-26,16:47:19,Dinner,NS,"[('Salmon', 5), ('Pasta', 1), ('Shrimp', 1)]",286.5,-37.8114345,144.9271062,0,10.238,15.8186633
ORDY02300,2018-07-29,14:55:46,Lunch,TP,"[('Salad', 10), ('Burger', 10), ('Steak', 10), ('Chicken', 10), ('Fries', 5)]",1312.0,-37.8151352,144.9450883,0,9.557,14.542055300000001
ORDZ06762,2018-10-09,17:17:44,Dinner,NS,"[('Fish&Chips', 6), ('Salmon', 1)]",251.0,-37.812332500000004,144.95196669999999,0,8.64,15.2285614
ORDK10022,2018-04-17,11:22:49,Breakfast,BK,"[('Coffee', 6), ('Cereal', 1)]",66.0,-37.81228660000001,144.95141999999998,0,8.615,13.609956099999998
ORDX08432,2018-10-19,17:38:01,Dinner,BK,"[('Pasta', 5), ('Salmon', 10), ('Fish&Chips', 2)]",617.5,-37.8184925,144.9670821,0,7.5729999999999995,14.401667100000001
ORDB09879,2018-03-15,10:21:58,Breakfast,TP,"[('Pancake', 2), ('Cereal', 7)]",195.5,-37.8203826,144.9820358,0,9.126,11.757094699999998
ORDB05281,2018-02-11,09:21:07,Breakfast,TP,"[('Pancake', 3), ('Eggs', 6)]",204.75,-37.8121597,144.9704571,0,8.642999999999999,12.999812599999998
ORDI10198,2018-09-26,16:47:19,Dinner,NS,"[('Pasta', 10), ('Shrimp', 3), ('Salmon', 9)]",806.0,-37.8057941,144.95576619999997,0,7.959,14.308157999999999
ORDY00759,2018-06-10,13:14:21,Lunch,TP,"[('Burger', 3), ('Fries', 2), ('Salad', 10), ('Chicken', 4), ('Steak', 1)]",462.0,-37.814206799999994,144.9638208,0,8.037,12.757239199999999
ORDA09464,2018-06-19,13:34:38,Lunch,BK,"[('Salad', 1), ('Burger', 10), ('Chicken', 5), ('Steak', 8)]",847.2,-37.821794,145.0047484,0,4.738,10.5646383
ORDJ01130,2018-04-10,11:12:40,Breakfast,TP,"[('Pancake', 2), ('Eggs', 8)]",224.5,-37.818763,144.9836536,0,9.13,11.816805
ORDZ02111,2018-02-11,09:21:07,Breakfast,NS,"[('Pancake', 6), ('Eggs', 10)]",365.5,-37.8159325,144.97218769999998,0,7.888,14.7227159
ORDX05524,2018-02-02,09:00:50,Breakfast,BK,"[('Eggs', 8), ('Coffee', 10)]",251.0,-37.8154348,144.96281580000002,0,7.834,12.9032381
ORDZ08367,2018-11-17,18:38:52,Dinner,NS,"[('Pasta', 10), ('Shrimp', 6)]",599.0,-37.801530799999995,144.9663514,0,6.653,14.7068486
ORDA05875,2018-10-12,17:27:53,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 4)]",345.0,-37.8204525,144.99883930000001,0,5.105,11.827156599999999
ORDK03416,2018-06-01,12:54:05,Lunch,BK,"[('Fries', 3), ('Salad', 7), ('Steak', 8)]",516.4,-37.794980100000004,144.9309314,0,11.319,17.8457162
ORDK07871,2018-01-04,08:00:00,Breakfast,BK,"[('Cereal', 4), ('Pancake', 1)]",108.25,-37.8007556,145.01867190000002,1,5.577000000000001,5.5893424000000005
ORDY04872,2018-07-26,14:45:38,Lunch,TP,"[('Chicken', 4), ('Steak', 5)]",353.0,-37.82316470000001,144.9697386,0,8.002,11.367383300000002
ORDC02631,2018-07-09,14:15:12,Lunch,NS,"[('Fries', 6), ('Chicken', 1), ('Salad', 1)]",121.2,-37.825837799999995,144.9829349,0,9.476,15.406881599999998
ORDK05307,2018-11-23,18:49:00,Dinner,BK,"[('Pasta', 1), ('Shrimp', 7), ('Salmon', 6)]",651.5,-37.8205129,144.9486694,0,9.212,16.2927103
ORDC08916,2018-06-07,13:14:21,Lunch,NS,"[('Chicken', 8), ('Salad', 5), ('Fries', 8), ('Steak', 1)]",483.0,-37.8254058,144.95147980000002,0,10.148,15.847969199999998
ORDY06035,2018-03-18,10:32:06,Breakfast,TP,"[('Coffee', 4), ('Eggs', 1), ('Cereal', 6), ('Pancake', 9)]",396.25,-37.8077001,144.9731247,0,9.272,13.6656293
ORDZ03891,2018-06-04,13:04:13,Lunch,NS,"[('Burger', 5), ('Fries', 3)]",191.0,-37.820426399999995,144.96920740000002,0,8.649,14.0918449
ORDA04332,2018-09-17,16:37:10,Dinner,BK,"[('Pasta', 5), ('Shrimp', 7), ('Fish&Chips', 2)]",585.5,-37.8240196,144.942638,0,9.942,16.5566061
ORDB01636,2018-08-11,15:16:03,Lunch,TP,"[('Chicken', 3), ('Salad', 1), ('Fries', 6), ('Steak', 8)]",545.2,-37.810606799999995,144.98874640000003,0,9.954,14.581916399999999
ORDI01123,2018-11-14,18:28:43,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 6), ('Pasta', 5), ('Shrimp', 4)]",850.5,-37.8026105,145.0005186,0,8.979,14.7303238
ORDJ08292,2018-11-23,18:49:00,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 7), ('Pasta', 10), ('Salmon', 4)]",1062.0,-37.793878799999995,144.9851776,0,11.36,14.9416015
ORDB00206,2018-12-09,19:19:26,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 3), ('Pasta', 6), ('Salmon', 4)]",866.0,-37.8211745,144.9473256,0,8.988999999999999,14.383173600000001
ORDB09087,2018-04-01,10:52:23,Breakfast,TP,"[('Coffee', 4), ('Eggs', 6)]",162.0,-37.8189098,144.9625488,0,7.746,12.181383
ORDA06367,2018-07-27,14:45:38,Lunch,BK,"[('Fries', 8), ('Steak', 7), ('Burger', 8), ('Salad', 10), ('Chicken', 6)]",1023.0,-37.801216100000005,144.9629847,0,8.057,14.481423800000002
ORDX03031,2018-10-15,17:27:53,Dinner,BK,"[('Fish&Chips', 10), ('Pasta', 10), ('Shrimp', 2), ('Salmon', 6)]",979.0,-37.8107072,144.99593180000002,0,4.552,11.189903999999999
ORDZ05988,2018-09-29,16:57:27,Dinner,NS,"[('Pasta', 5), ('Salmon', 5), ('Shrimp', 4)]",558.5,-37.8001791,144.9502079,0,8.062999999999999,15.7266124
ORDX03644,2018-10-27,17:58:18,Dinner,BK,"[('Salmon', 10), ('Fish&Chips', 3), ('Shrimp', 9)]",1001.0,-37.8209865,144.9660368,0,8.019,17.593783600000002
ORDC09710,2018-07-24,14:45:38,Lunch,NS,"[('Burger', 10), ('Steak', 4), ('Chicken', 9), ('Salad', 10)]",950.0,-37.8173559,145.0088037,0,10.790999999999999,16.667544699999997
ORDC07605,2018-05-24,12:43:56,Lunch,NS,"[('Fries', 4), ('Burger', 8), ('Steak', 6), ('Chicken', 5)]",726.0,-37.8189972,144.97661609999997,0,8.486,13.979934599999998
ORDI02281,2018-02-20,09:31:16,Breakfast,NS,"[('Eggs', 3), ('Cereal', 5)]",171.0,-37.802431,144.9544456,0,7.792999999999999,12.8860704
ORDJ05115,2018-04-30,11:53:14,Breakfast,TP,"[('Coffee', 4), ('Eggs', 10), ('Pancake', 5)]",371.25,-37.806604,144.95187009999998,0,9.491,11.673425300000002
ORDY04396,2018-08-26,15:46:28,Lunch,TP,"[('Fries', 8), ('Burger', 3), ('Salad', 4), ('Chicken', 8)]",513.8,-37.8136564,144.93779550000002,0,10.669,15.013316
ORDA05125,2018-02-10,09:21:07,Breakfast,BK,"[('Pancake', 1), ('Coffee', 7), ('Eggs', 3), ('Cereal', 10)]",352.75,-37.8087625,144.9664167,0,7.138,14.6553968
ORDB00081,2018-10-04,17:07:36,Dinner,TP,"[('Salmon', 4), ('Pasta', 7), ('Fish&Chips', 9), ('Shrimp', 9)]",1157.5,-37.818202500000005,144.9958573,0,10.217,14.302421300000002
ORDY08077,2018-10-27,17:58:18,Dinner,TP,"[('Shrimp', 1), ('Pasta', 9), ('Fish&Chips', 1), ('Salmon', 6)]",582.5,-37.817312799999996,144.9641189,0,7.688,13.7002266
ORDC05631,2018-03-14,10:21:58,Breakfast,NS,"[('Eggs', 2), ('Pancake', 7)]",213.75,-37.813185700000005,144.9516108,0,8.568,13.719255300000002
ORDX03563,2018-07-23,14:45:38,Lunch,BK,"[('Chicken', 9), ('Fries', 8), ('Steak', 9), ('Burger', 2), ('Salad', 5)]",937.0,-37.824321600000005,144.95159990000002,0,9.174,15.289620499999998
ORDC05179,2018-05-19,12:33:48,Lunch,NS,"[('Fries', 5), ('Steak', 2), ('Chicken', 4), ('Burger', 10)]",588.0,-37.8038253,144.9562081,0,7.736000000000001,14.7051584
ORDC03236,2018-10-26,17:48:10,Dinner,NS,"[('Fish&Chips', 2), ('Shrimp', 1), ('Pasta', 2)]",179.0,-37.8203207,144.9656438,0,8.901,15.2446468
ORDZ04841,2018-04-28,11:53:14,Breakfast,NS,"[('Eggs', 3), ('Pancake', 7)]",235.75,-37.8020987,144.959614,0,7.255,14.526412599999999
ORDK02998,2018-01-27,08:50:42,Breakfast,BK,"[('Pancake', 3), ('Eggs', 1)]",94.75,-37.820119500000004,144.9529092,0,8.812000000000001,16.5609294
ORDK08097,2018-08-04,15:05:54,Lunch,BK,"[('Salad', 1), ('Chicken', 5), ('Steak', 8), ('Fries', 4), ('Burger', 9)]",864.2,-37.803762899999995,144.9498081,0,8.822000000000001,17.4469702
ORDK10449,2018-01-28,08:50:42,Breakfast,BK,"[('Pancake', 3), ('Coffee', 5), ('Eggs', 9)]",308.25,-37.8154488,144.96276730000002,0,7.8389999999999995,15.2500964
ORDK03508,2018-06-22,13:44:47,Lunch,BK,"[('Burger', 2), ('Fries', 4), ('Salad', 6)]",213.2,-37.8045032,144.9285612,0,10.663,16.8654613
ORDZ06418,2018-01-24,08:40:33,Breakfast,NS,"[('Eggs', 9), ('Cereal', 8)]",366.0,-37.813124200000004,144.9630993,0,7.9270000000000005,12.5359261
ORDI07406,2018-07-04,14:05:04,Lunch,NS,"[('Salad', 8), ('Burger', 6), ('Fries', 7), ('Steak', 5)]",632.6,-37.8086595,144.9446236,0,9.277999999999999,14.498641500000002
ORDB01325,2018-09-08,16:16:54,Dinner,TP,"[('Pasta', 4), ('Shrimp', 4), ('Salmon', 4), ('Fish&Chips', 6)]",700.0,-37.8210245,144.9767611,0,8.711,14.421903899999998
ORDZ00980,2018-12-21,19:39:43,Dinner,NS,"[('Pasta', 7), ('Shrimp', 6), ('Fish&Chips', 3)]",621.5,-37.8143826,144.9328127,0,9.103,14.831025
ORDK00282,2018-05-25,12:43:56,Lunch,BK,"[('Chicken', 2), ('Steak', 7), ('Salad', 2), ('Fries', 1), ('Burger', 9)]",704.4,-37.802441200000004,144.9636936,0,7.7589999999999995,13.4228115
ORDX05313,2018-08-01,14:55:46,Lunch,BK,"[('Burger', 4), ('Fries', 1), ('Salad', 7), ('Steak', 3), ('Chicken', 8)]",647.4,-37.8067098,144.9490039,0,8.766,15.2266642
ORDK03994,2018-12-29,20:00:00,Dinner,BK,"[('Salmon', 2), ('Shrimp', 4), ('Pasta', 4), ('Fish&Chips', 4)]",548.0,-37.8137954,144.9718227,0,7.035,15.964987400000002
ORDX06546,2018-05-05,12:03:22,Lunch,BK,"[('Burger', 10), ('Fries', 3), ('Chicken', 4), ('Steak', 10)]",924.0,-37.81974520000001,144.99433530000002,0,5.412000000000001,13.795631
ORDB08201,2018-02-16,09:31:16,Breakfast,TP,"[('Eggs', 10), ('Coffee', 8)]",280.0,-37.8176852,145.00713530000002,0,11.36,13.485667600000001
ORDJ04988,2018-09-29,16:57:27,Dinner,TP,"[('Shrimp', 6), ('Salmon', 10), ('Pasta', 1), ('Fish&Chips', 6)]",971.5,-37.81054879999999,144.9643375,0,8.544,14.4273074
ORDY06877,2018-10-23,17:48:10,Dinner,TP,"[('Shrimp', 8), ('Salmon', 9)]",801.0,-37.80727879999999,144.9486081,0,9.699,13.5899068
ORDA07819,2018-10-08,17:17:44,Dinner,BK,"[('Fish&Chips', 8), ('Shrimp', 5), ('Pasta', 5), ('Salmon', 4)]",851.5,-37.802767200000005,144.9660805,0,7.582000000000001,14.745131699999998
ORDA01567,2018-10-23,17:48:10,Dinner,BK,"[('Pasta', 10), ('Fish&Chips', 7), ('Salmon', 4), ('Shrimp', 1)]",738.0,-37.8076028,144.9963551,0,4.766,11.273401300000002
ORDB07600,2018-12-09,19:19:26,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 3), ('Pasta', 9)]",406.5,-37.820792499999996,144.9486185,0,8.865,14.697238800000001
ORDC03943,2018-08-11,15:16:03,Lunch,NS,"[('Salad', 8), ('Burger', 4)]",261.6,-37.8080981,144.9481678,0,8.789,16.5330499
ORDC08814,2018-08-31,15:56:37,Lunch,NS,"[('Salad', 4), ('Steak', 9), ('Burger', 6), ('Fries', 8), ('Chicken', 1)]",787.8,-37.804995,144.9566268,0,7.8,14.088224599999998
ORDA06325,2018-03-18,10:32:06,Breakfast,BK,"[('Eggs', 2), ('Cereal', 6), ('Coffee', 8), ('Pancake', 6)]",375.5,-37.8092878,144.9722506,0,6.7010000000000005,14.1062585
ORDA02172,2018-07-19,14:35:29,Lunch,BK,"[('Burger', 9), ('Chicken', 2), ('Steak', 2), ('Fries', 10), ('Salad', 7)]",673.4,-37.8067537,144.91075800000002,0,12.933,18.802009899999998
ORDJ08804,2018-10-01,16:57:27,Dinner,TP,"[('Salmon', 9), ('Fish&Chips', 4)]",509.0,-37.8247065,144.95319840000002,0,8.387,12.9434952
ORDC04563,2018-02-14,09:21:07,Breakfast,NS,"[('Eggs', 8), ('Pancake', 1)]",200.25,-37.82638060000001,144.98559450000002,0,9.707,15.333439000000002
ORDC03113,2018-10-23,17:48:10,Dinner,NS,"[('Salmon', 4), ('Fish&Chips', 7), ('Shrimp', 5), ('Pasta', 4)]",789.0,-37.8109943,145.010661,0,10.710999999999999,16.3587924
ORDA02756,2018-03-30,10:52:23,Breakfast,BK,"[('Coffee', 1), ('Pancake', 1), ('Cereal', 6), ('Eggs', 3)]",223.75,-37.808219,144.9603764,0,7.702000000000001,12.7312013
ORDB02631,2018-12-13,19:29:34,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 5), ('Salmon', 2), ('Pasta', 4)]",532.0,-37.8178023,144.9317543,0,10.753,14.884173
ORDJ07769,2018-09-25,16:47:19,Dinner,TP,"[('Salmon', 7), ('Pasta', 7), ('Fish&Chips', 5), ('Shrimp', 8)]",1086.5,-37.8002472,144.98809330000003,0,10.913,14.505309299999999
ORDC09825,2018-02-14,09:21:07,Breakfast,NS,"[('Cereal', 10), ('Coffee', 8), ('Eggs', 2), ('Pancake', 8)]",508.0,-37.810913299999996,145.00983280000003,0,10.354000000000001,15.0015307
ORDZ09729,2018-06-09,13:14:21,Lunch,NS,"[('Steak', 4), ('Chicken', 5), ('Burger', 4), ('Fries', 1)]",476.0,-37.804331299999994,144.9483399,0,8.572000000000001,16.364492300000002
ORDK09329,2018-12-01,18:59:09,Dinner,BK,"[('Shrimp', 6), ('Pasta', 3), ('Fish&Chips', 6), ('Salmon', 2)]",698.5,-37.800430799999994,145.0095141,0,4.638,13.8891285
ORDK01460,2018-12-07,19:19:26,Dinner,BK,"[('Salmon', 3), ('Shrimp', 10)]",663.0,-37.810443,145.01088380000002,0,3.827,10.226522000000001
ORDA03309,2018-10-13,17:27:53,Dinner,BK,"[('Shrimp', 3), ('Salmon', 7)]",449.0,-37.8205229,144.95725080000003,0,8.395,17.9601437
ORDJ01090,2018-08-26,15:46:28,Lunch,TP,"[('Salad', 2), ('Burger', 6), ('Steak', 7)]",535.4,-37.8120823,144.9383737,0,10.843,15.4795533
ORDJ07961,2018-03-24,10:42:15,Breakfast,TP,"[('Pancake', 9), ('Cereal', 1), ('Eggs', 2), ('Coffee', 8)]",343.25,-37.8181572,144.925859,0,11.115,14.1882204
ORDB03043,2018-05-23,12:43:56,Lunch,TP,"[('Burger', 6), ('Salad', 8), ('Fries', 5)]",383.6,-37.8158459,145.01541830000002,0,13.017999999999999,15.942577800000002
ORDJ10935,2018-07-07,14:05:04,Lunch,TP,"[('Fries', 8), ('Steak', 4), ('Salad', 2)]",310.4,-37.8200286,144.9582187,0,7.8870000000000005,13.1488943
ORDA03777,2018-02-15,09:21:07,Breakfast,BK,"[('Eggs', 2), ('Cereal', 8)]",212.0,-37.8128818,145.0025987,0,4.107,8.3564714
ORDK00242,2018-11-16,18:38:52,Dinner,BK,"[('Salmon', 3), ('Shrimp', 1), ('Pasta', 7), ('Fish&Chips', 7)]",614.5,-37.8187648,144.9615339,0,8.081,15.162313000000001
ORDK06828,2018-07-10,14:15:12,Lunch,BK,"[('Steak', 3), ('Burger', 8), ('Salad', 6), ('Fries', 10)]",606.2,-37.8243679,144.9828821,0,7.071000000000001,12.427826699999999
ORDK05535,2018-05-18,12:33:48,Lunch,BK,"[('Steak', 5), ('Fries', 7), ('Salad', 3), ('Chicken', 1), ('Burger', 7)]",609.6,-37.8014355,144.9567518,0,8.273,13.54853
ORDK03769,2018-12-12,19:29:34,Dinner,BK,"[('Pasta', 2), ('Salmon', 9), ('Shrimp', 10), ('Fish&Chips', 4)]",1104.0,-37.815178,144.9366701,0,10.033,17.147548999999998
ORDZ00483,2018-05-21,12:33:48,Lunch,NS,"[('Burger', 8), ('Steak', 9)]",653.0,-37.8095507,144.99075119999998,0,8.6,14.1613014
ORDK09024,2018-04-01,10:52:23,Breakfast,BK,"[('Cereal', 5), ('Coffee', 6), ('Eggs', 4), ('Pancake', 7)]",407.75,-37.8190351,144.95431530000002,0,8.675,15.9395244
ORDC00559,2018-08-24,15:46:28,Lunch,NS,"[('Steak', 6), ('Salad', 7), ('Fries', 3), ('Burger', 7), ('Chicken', 6)]",835.4,-37.8039953,144.936298,0,9.818,15.443582399999999
ORDI02679,2018-02-02,09:00:50,Breakfast,NS,"[('Pancake', 7), ('Eggs', 8), ('Cereal', 6)]",471.75,-37.8108597,144.9996316,0,9.622,14.9820904
ORDX07220,2018-12-12,19:29:34,Dinner,BK,"[('Fish&Chips', 4), ('Pasta', 9)]",387.5,-37.814514200000005,144.9659007,0,7.667000000000001,15.231987099999998
ORDC06653,2018-10-08,17:17:44,Dinner,NS,"[('Fish&Chips', 7), ('Pasta', 6)]",410.0,-37.8033985,144.96640390000002,0,6.722,12.798513699999999
ORDJ03780,2018-08-29,15:56:37,Lunch,TP,"[('Steak', 5), ('Salad', 1)]",242.2,-37.8102326,144.9612406,0,8.507,11.9913819
ORDK02814,2018-12-10,19:19:26,Dinner,BK,"[('Shrimp', 3), ('Salmon', 7)]",449.0,-37.821289799999995,144.9644173,0,8.072000000000001,15.291726999999998
ORDC09520,2018-07-30,14:55:46,Lunch,NS,"[('Chicken', 10), ('Steak', 3)]",455.0,-37.8121563,144.97374319999997,0,7.632000000000001,12.821469300000002
ORDC04712,2018-03-07,10:01:41,Breakfast,NS,"[('Cereal', 8), ('Coffee', 10), ('Pancake', 9), ('Eggs', 4)]",549.25,-37.81916,144.9847744,0,9.005,14.391628400000002
ORDZ07301,2018-10-06,17:07:36,Dinner,NS,"[('Pasta', 3), ('Fish&Chips', 10), ('Shrimp', 2)]",540.5,-37.8193867,144.9839013,0,9.119,17.1840832
ORDA06482,2018-05-29,12:54:05,Lunch,BK,"[('Steak', 7), ('Salad', 2), ('Chicken', 10)]",669.4,-37.817696600000005,145.0108408,0,4.132,9.7223394
ORDB05727,2018-02-10,09:21:07,Breakfast,TP,"[('Coffee', 4), ('Cereal', 9), ('Pancake', 5)]",340.25,-37.8070359,144.9660046,0,9.08,12.9079311
ORDC09991,2018-05-11,12:13:31,Lunch,NS,"[('Salad', 4), ('Burger', 6)]",254.8,-37.797050799999994,144.9931629,0,8.609,14.6994369
ORDX04236,2018-03-07,10:01:41,Breakfast,BK,"[('Eggs', 6), ('Cereal', 6), ('Pancake', 6), ('Coffee', 2)]",418.5,-37.8191367,144.984824,0,6.361000000000001,11.255391699999999
ORDA04355,2018-01-16,08:30:25,Breakfast,BK,"[('Eggs', 9), ('Pancake', 4), ('Coffee', 5)]",332.5,-37.813801,144.92699919999998,1,11.821,8.4951876
ORDX05916,2018-01-25,08:40:33,Breakfast,BK,"[('Cereal', 8), ('Pancake', 10), ('Eggs', 1), ('Coffee', 8)]",492.5,-37.8236006,144.9561396,0,8.76,13.8882698
ORDZ02118,2018-10-18,17:38:01,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 5), ('Pasta', 3)]",637.5,-37.8033206,144.9511536,0,8.131,14.888504199999998
ORDA04714,2018-10-24,17:48:10,Dinner,BK,"[('Fish&Chips', 3), ('Shrimp', 9), ('Pasta', 10)]",866.0,-37.82015379999999,144.9669628,0,7.845,14.531155199999999
ORDI02554,2018-03-20,10:32:06,Breakfast,NS,"[('Pancake', 1), ('Cereal', 7), ('Coffee', 8), ('Eggs', 6)]",363.25,-37.816786799999996,145.00725880000002,0,10.595,15.529545800000001
ORDA05528,2018-03-05,10:01:41,Breakfast,BK,"[('Eggs', 10), ('Coffee', 2), ('Pancake', 4), ('Cereal', 4)]",416.0,-37.8045032,144.9166122,0,11.702,16.758074599999997
ORDA03600,2018-06-19,13:34:38,Lunch,BK,"[('Steak', 3), ('Burger', 7)]",352.0,-37.8220177,145.0047069,0,4.763999999999999,10.252888
ORDX10605,2018-05-02,11:53:14,Breakfast,BK,"[('Coffee', 2), ('Eggs', 8), ('Cereal', 6)]",317.0,-37.8047565,144.9705313,0,7.122000000000001,6.2238094
ORDJ10483,2018-10-21,17:38:01,Dinner,TP,"[('Salmon', 7), ('Pasta', 5), ('Shrimp', 8)]",856.5,-37.8171564,144.9526512,0,8.677999999999999,14.6563016
ORDJ08065,2018-03-08,10:11:49,Breakfast,TP,"[('Pancake', 8), ('Eggs', 6), ('Coffee', 8)]",386.0,-37.81499779999999,144.9720111,0,8.327,11.4549866
ORDZ03620,2018-03-28,10:52:23,Breakfast,NS,"[('Coffee', 9), ('Pancake', 2), ('Cereal', 6)]",242.0,-37.798898799999996,144.9541939,0,7.602,13.157934400000002
ORDI10160,2018-12-10,19:19:26,Dinner,NS,"[('Shrimp', 1), ('Pasta', 2), ('Fish&Chips', 4)]",249.0,-37.8014304,144.9763773,0,6.654,12.5883773
ORDA00366,2018-01-22,08:40:33,Breakfast,BK,"[('Pancake', 7), ('Coffee', 8)]",229.75,-37.8102304,144.9305611,0,11.395999999999999,16.483587300000003
ORDY06783,2018-10-12,17:27:53,Dinner,TP,"[('Fish&Chips', 7), ('Salmon', 1)]",286.0,-37.811164899999994,144.9899736,0,10.023,14.695891199999998
ORDZ08517,2018-02-14,09:21:07,Breakfast,NS,"[('Coffee', 7), ('Cereal', 6), ('Eggs', 3)]",244.5,-37.826352,144.9855294,0,9.7,14.4497848
ORDA03617,2018-02-23,09:41:24,Breakfast,BK,"[('Pancake', 10), ('Coffee', 6), ('Cereal', 5)]",392.5,-37.8066191,144.9324223,0,10.36,15.421243900000002
ORDJ03223,2018-12-10,19:19:26,Dinner,TP,"[('Pasta', 8), ('Shrimp', 6)]",544.0,-37.8117262,145.01267099999998,0,12.142999999999999,15.6543207
ORDC01507,2018-08-16,15:26:11,Lunch,NS,"[('Steak', 7), ('Burger', 3)]",408.0,-37.8094755,144.9756474,0,7.457000000000001,13.235301500000002
ORDC04627,2018-07-16,14:25:21,Lunch,NS,"[('Chicken', 1), ('Salad', 7)]",152.4,-37.822635600000005,144.95179319999997,0,9.759,15.825718599999998
ORDK02592,2018-03-13,10:21:58,Breakfast,BK,"[('Eggs', 6), ('Coffee', 5), ('Cereal', 9)]",358.5,-37.8254195,144.98139469999998,0,7.181,5.80436605
ORDK08285,2018-01-05,08:00:00,Breakfast,BK,"[('Eggs', 10), ('Cereal', 8), ('Coffee', 7), ('Pancake', 1)]",464.75,-37.8118639,144.93848500000001,1,9.846,7.4761784
ORDJ03346,2018-09-21,16:37:10,Dinner,TP,"[('Shrimp', 2), ('Pasta', 1)]",135.5,-37.8091018,144.9293206,0,11.140999999999998,15.431096900000002
ORDX10504,2018-05-10,12:13:31,Lunch,BK,"[('Steak', 1), ('Fries', 5), ('Burger', 5)]",260.0,-37.8042242,144.9934496,0,5.282,11.00603
ORDB08961,2018-05-23,12:43:56,Lunch,TP,"[('Chicken', 6), ('Burger', 7), ('Salad', 10), ('Steak', 4)]",761.0,-37.8144495,145.015303,0,13.045,15.817371300000001
ORDI10223,2018-11-01,17:58:18,Dinner,NS,"[('Shrimp', 10), ('Fish&Chips', 3), ('Pasta', 9), ('Salmon', 5)]",1097.5,-37.816467100000004,144.9972205,0,9.801,16.2941
ORDZ10992,2018-10-26,17:48:10,Dinner,NS,"[('Pasta', 9), ('Shrimp', 4)]",463.5,-37.809481299999995,144.96378269999997,0,7.403,13.279963699999998
ORDB06433,2018-05-12,12:13:31,Lunch,TP,"[('Fries', 8), ('Salad', 6), ('Chicken', 8)]",455.2,-37.8026551,144.9651658,0,9.542,14.9698721
ORDA00101,2018-10-02,17:07:36,Dinner,BK,"[('Pasta', 3), ('Fish&Chips', 5), ('Shrimp', 6), ('Salmon', 9)]",950.5,-37.813516899999996,144.9855861,0,5.722,12.700716400000001
ORDB01740,2018-02-04,09:00:50,Breakfast,TP,"[('Pancake', 5), ('Eggs', 9), ('Coffee', 2)]",334.25,-37.817405900000004,144.9907682,0,9.857999999999999,14.521331699999998
ORDX09007,2018-04-29,11:53:14,Breakfast,BK,"[('Pancake', 1), ('Eggs', 9), ('Cereal', 10)]",432.25,-37.8089234,144.94489850000002,0,9.248,16.4960743
ORDK00293,2018-03-21,10:32:06,Breakfast,BK,"[('Pancake', 7), ('Cereal', 6)]",295.75,-37.816041299999995,144.9610111,0,8.02,12.8238613
ORDX00088,2018-01-02,08:00:00,Breakfast,BK,"[('Coffee', 1), ('Eggs', 4), ('Cereal', 5), ('Pancake', 9)]",418.75,-37.8272185,144.99388169999997,1,7.102,5.936199
ORDA08440,2018-03-08,10:11:49,Breakfast,BK,"[('Cereal', 2), ('Eggs', 3), ('Pancake', 3), ('Coffee', 7)]",233.25,-37.818749,144.98382619999998,0,6.372999999999999,11.2709198
ORDX05864,2018-11-27,18:59:09,Dinner,BK,"[('Pasta', 9), ('Shrimp', 5), ('Salmon', 1), ('Fish&Chips', 1)]",593.5,-37.818696,144.9829558,0,6.473,13.213428500000001
ORDC03005,2018-06-17,13:34:38,Lunch,NS,"[('Burger', 9), ('Steak', 1)]",324.0,-37.816007899999995,144.94604630000003,0,9.227,16.4642475
ORDA02058,2018-02-05,09:00:50,Breakfast,BK,"[('Cereal', 6), ('Coffee', 10)]",201.0,-37.8073498,144.9569726,0,8.096,13.0369848
ORDB07302,2018-05-25,12:43:56,Lunch,TP,"[('Burger', 3), ('Steak', 2), ('Salad', 6)]",286.2,-37.8097268,144.9900345,0,10.164,13.6237974
ORDJ00280,2018-03-06,10:01:41,Breakfast,TP,"[('Eggs', 8), ('Coffee', 6)]",221.0,-37.813118700000004,144.9513892,0,9.079,11.7690401
ORDY10595,2018-06-30,13:54:55,Lunch,TP,"[('Chicken', 5), ('Burger', 3), ('Steak', 5), ('Salad', 7)]",598.4,-37.8052912,144.95081130000003,0,9.65,15.3060949
ORDY03118,2018-12-03,19:09:17,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 5), ('Pasta', 2)]",330.0,-37.8004966,144.9998066,0,11.92,15.8611082
ORDA03744,2018-06-05,13:04:13,Lunch,BK,"[('Fries', 3), ('Chicken', 2), ('Steak', 10)]",550.0,-37.811312799999996,144.9299071,0,11.432,17.0651823
