date,route,attempted,succeeded
6/30/2015,Disappointment Cleaver,2,2
6/30/2015,Disappointment Cleaver,12,9
6/30/2015,Disappointment Cleaver,12,9
6/30/2015,Disappointment Cleaver,12,5
6/30/2015,Kautz Glacier,12,9
6/29/2015,Disappointment Cleaver,3,0
6/29/2015,Kautz Glacier,2,2
6/29/2015,Disappointment Cleaver,2,2
6/29/2015,Kautz Glacier,3,3
6/29/2015,Disappointment Cleaver,3,0
6/29/2015,Emmons-Winthrop,10,5
6/29/2015,Emmons-Winthrop,2,2
6/29/2015,Emmons-Winthrop,4,3
6/29/2015,Emmons-Winthrop,4,4
6/29/2015,Disappointment Cleaver,2,0
6/29/2015,Disappointment Cleaver,3,3
6/29/2015,Kautz Glacier,2,0
6/29/2015,Disappointment Cleaver,2,0
6/29/2015,Disappointment Cleaver,4,4
6/29/2015,Disappointment Cleaver,3,0
6/29/2015,Disappointment Cleaver,12,12
6/29/2015,Disappointment Cleaver,12,8
6/29/2015,Disappointment Cleaver,12,6
6/29/2015,Disappointment Cleaver,12,12
6/29/2015,Disappointment Cleaver,12,8
6/29/2015,Disappointment Cleaver,12,6
6/28/2015,Disappointment Cleaver,4,4
6/28/2015,Emmons-Winthrop,2,0
6/28/2015,Disappointment Cleaver,3,0
6/28/2015,Disappointment Cleaver,2,0
6/28/2015,Disappointment Cleaver,2,0
6/28/2015,Emmons-Winthrop,5,0
6/28/2015,Emmons-Winthrop,2,2
6/28/2015,Emmons-Winthrop,6,6
6/28/2015,Liberty RIngraham Directge,2,0
6/28/2015,Disappointment Cleaver,2,2
6/28/2015,Emmons-Winthrop,11,11
6/28/2015,Disappointment Cleaver,12,7
6/28/2015,Kautz Glacier,12,12
6/28/2015,Disappointment Cleaver,12,8
6/28/2015,Disappointment Cleaver,12,0
6/28/2015,Kautz Glacier,12,0
6/28/2015,Disappointment Cleaver,12,0
6/27/2015,Disappointment Cleaver,2,2
6/27/2015,Emmons-Winthrop,3,3
6/27/2015,Emmons-Winthrop,4,4
6/27/2015,Emmons-Winthrop,3,0
6/27/2015,Emmons-Winthrop,3,0
6/27/2015,Emmons-Winthrop,3,3
6/27/2015,Disappointment Cleaver,4,0
6/27/2015,Disappointment Cleaver,3,3
6/27/2015,Disappointment Cleaver,2,0
6/27/2015,Disappointment Cleaver,4,4
6/27/2015,Disappointment Cleaver,3,0
6/27/2015,Disappointment Cleaver,4,4
6/27/2015,Disappointment Cleaver,4,0
6/27/2015,Disappointment Cleaver,3,3
6/27/2015,Disappointment Cleaver,3,0
6/27/2015,Kautz Glacier,2,2
6/27/2015,Disappointment Cleaver,6,3
6/27/2015,Emmons-Winthrop,6,0
6/27/2015,Emmons-Winthrop,2,0
6/27/2015,Disappointment Cleaver,4,4
6/27/2015,Emmons-Winthrop,3,1
6/27/2015,Disappointment Cleaver,12,0
6/27/2015,Disappointment Cleaver,12,0
6/27/2015,Disappointment Cleaver,12,0
6/27/2015,Little Tahoma,6,0
6/27/2015,Little Tahoma,6,0
6/27/2015,Disappointment Cleaver,2,0
6/27/2015,Kautz Glacier,5,5
6/27/2015,Emmons-Winthrop,7,0
6/27/2015,Kautz Glacier,12,12
6/27/2015,Kautz Glacier,12,0
6/27/2015,Kautz Glacier,12,0
6/27/2015,Disappointment Cleaver,12,12
6/27/2015,Disappointment Cleaver,12,0
6/26/2015,Disappointment Cleaver,9,9
6/26/2015,glacier only - no summit attempt,1,0
6/26/2015,Disappointment Cleaver,4,0
6/26/2015,Disappointment Cleaver,3,3
6/26/2015,Disappointment Cleaver,4,2
6/26/2015,Emmons-Winthrop,3,0
6/26/2015,Disappointment Cleaver,4,4
6/26/2015,Kautz Glacier,3,0
6/26/2015,Disappointment Cleaver,5,4
6/26/2015,Emmons-Winthrop,5,5
6/26/2015,Disappointment Cleaver,5,0
6/26/2015,Disappointment Cleaver,2,2
6/26/2015,Disappointment Cleaver,2,0
6/26/2015,Disappointment Cleaver,4,0
6/26/2015,Kautz Glacier,2,2
6/26/2015,Emmons-Winthrop,2,0
6/26/2015,Liberty RIngraham Directge,3,3
6/26/2015,Disappointment Cleaver,4,3
6/26/2015,Disappointment Cleaver,12,0
6/26/2015,Disappointment Cleaver,12,0
6/26/2015,Disappointment Cleaver,12,0
6/26/2015,Emmons-Winthrop,2,2
6/26/2015,Kautz Glacier,3,0
6/26/2015,Emmons-Winthrop,5,5
6/26/2015,Disappointment Cleaver,2,2
6/26/2015,Disappointment Cleaver,2,2
6/26/2015,Ptarmigan RIngraham Directge,3,0
6/26/2015,Emmons-Winthrop,6,5
6/26/2015,Mowich Face,2,0
6/26/2015,Emmons-Winthrop,2,0
6/26/2015,Disappointment Cleaver,5,0
6/26/2015,Disappointment Cleaver,5,0
6/26/2015,Kautz Glacier,2,0
6/26/2015,Kautz Cleaver,3,0
6/26/2015,Emmons-Winthrop,2,0
6/26/2015,Disappointment Cleaver,12,7
6/26/2015,Disappointment Cleaver,12,0
6/26/2015,Disappointment Cleaver,12,12
6/26/2015,Disappointment Cleaver,12,12
6/25/2015,Emmons-Winthrop,10,9
6/25/2015,Emmons-Winthrop,8,0
6/25/2015,Disappointment Cleaver,3,3
6/25/2015,Disappointment Cleaver,8,8
6/25/2015,Disappointment Cleaver,7,6
6/25/2015,Disappointment Cleaver,3,0
6/25/2015,Disappointment Cleaver,3,0
6/25/2015,Emmons-Winthrop,3,3
6/25/2015,Emmons-Winthrop,2,0
6/25/2015,Disappointment Cleaver,4,4
6/25/2015,Little Tahoma,2,0
6/25/2015,Disappointment Cleaver,2,0
6/25/2015,Kautz Glacier,3,3
6/25/2015,Disappointment Cleaver,12,8
6/25/2015,Disappointment Cleaver,11,10
6/25/2015,Disappointment Cleaver,2,0
6/25/2015,Disappointment Cleaver,5,3
6/25/2015,glacier only - no summit attempt,2,0
6/25/2015,Disappointment Cleaver,2,0
6/25/2015,Emmons-Winthrop,12,11
6/25/2015,Emmons-Winthrop,2,2
6/25/2015,Disappointment Cleaver,2,0
6/25/2015,Disappointment Cleaver,2,2
6/25/2015,Liberty RIngraham Directge,2,2
6/25/2015,Disappointment Cleaver,3,0
6/25/2015,Disappointment Cleaver,12,9
6/25/2015,Emmons-Winthrop,12,11
6/24/2015,Ptarmigan RIngraham Directge,2,0
6/24/2015,Disappointment Cleaver,4,4
6/24/2015,Disappointment Cleaver,7,7
6/24/2015,Disappointment Cleaver,12,0
6/24/2015,Disappointment Cleaver,12,12
6/24/2015,Little Tahoma,2,1
6/24/2015,glacier only - no summit attempt,1,0
6/24/2015,Disappointment Cleaver,2,0
6/24/2015,Emmons-Winthrop,2,2
6/24/2015,Disappointment Cleaver,2,2
6/24/2015,Emmons-Winthrop,3,0
6/24/2015,Disappointment Cleaver,9,8
6/24/2015,glacier only - no summit attempt,1,0
6/24/2015,Disappointment Cleaver,12,7
6/24/2015,Disappointment Cleaver,11,8
6/24/2015,Tahoma Glacier,2,2
6/24/2015,Disappointment Cleaver,6,6
6/24/2015,Disappointment Cleaver,12,10
6/24/2015,Emmons-Winthrop,4,0
6/24/2015,Disappointment Cleaver,3,0
6/24/2015,Emmons-Winthrop,3,3
6/24/2015,Tahoma Glacier,2,0
6/23/2015,Disappointment Cleaver,1,1
6/23/2015,Disappointment Cleaver,5,5
6/23/2015,Emmons-Winthrop,4,0
6/23/2015,Disappointment Cleaver,2,5
6/23/2015,Disappointment Cleaver,3,3
6/23/2015,Emmons-Winthrop,12,11
6/23/2015,Kautz Glacier,3,3
6/23/2015,Disappointment Cleaver,2,2
6/23/2015,Disappointment Cleaver,4,4
6/23/2015,Disappointment Cleaver,4,4
6/23/2015,Emmons-Winthrop,6,5
6/23/2015,Emmons-Winthrop,2,2
6/23/2015,Kautz Glacier,12,10
6/23/2015,Disappointment Cleaver,12,9
6/23/2015,Disappointment Cleaver,11,11
6/23/2015,Kautz Glacier,12,10
6/23/2015,Disappointment Cleaver,12,12
6/23/2015,Disappointment Cleaver,12,12
6/22/2015,Emmons-Winthrop,2,2
6/22/2015,Disappointment Cleaver,3,3
6/22/2015,Emmons-Winthrop,4,4
6/22/2015,Little Tahoma,8,8
6/22/2015,Emmons-Winthrop,2,2
6/22/2015,Disappointment Cleaver,2,1
6/22/2015,Disappointment Cleaver,2,0
6/22/2015,Disappointment Cleaver,4,2
6/22/2015,Kautz Glacier,5,5
6/22/2015,Kautz Glacier,5,0
6/22/2015,Disappointment Cleaver,3,0
6/22/2015,Liberty RIngraham Directge,2,2
6/22/2015,Emmons-Winthrop,2,2
6/22/2015,Kautz Glacier,3,3
6/22/2015,Disappointment Cleaver,11,0
6/22/2015,Disappointment Cleaver,6,6
6/22/2015,Kautz Glacier,3,3
6/22/2015,Disappointment Cleaver,5,0
6/22/2015,Kautz Glacier,2,0
6/22/2015,Disappointment Cleaver,2,2
6/22/2015,Disappointment Cleaver,11,7
6/22/2015,Emmons-Winthrop,12,10
6/22/2015,Disappointment Cleaver,12,6
6/22/2015,Disappointment Cleaver,12,0
6/21/2015,Ingraham Direct,4,0
6/21/2015,Disappointment Cleaver,2,0
6/21/2015,Disappointment Cleaver,3,0
6/21/2015,Disappointment Cleaver,2,0
6/21/2015,Disappointment Cleaver,12,9
6/21/2015,Disappointment Cleaver,12,5
6/21/2015,Emmons-Winthrop,2,0
6/21/2015,Disappointment Cleaver,12,12
6/21/2015,Kautz Glacier,12,0
6/21/2015,Kautz Glacier,3,3
6/21/2015,Disappointment Cleaver,3,0
6/21/2015,Emmons-Winthrop,3,3
6/21/2015,Emmons-Winthrop,2,0
6/21/2015,Emmons-Winthrop,12,9
6/21/2015,Kautz Glacier,3,0
6/20/2015,Emmons-Winthrop,3,0
6/20/2015,Kautz Cleaver,2,0
6/20/2015,Disappointment Cleaver,12,6
6/20/2015,Ptarmigan RIngraham Directge,2,2
6/20/2015,Emmons-Winthrop,2,2
6/20/2015,Emmons-Winthrop,3,0
6/20/2015,Emmons-Winthrop,4,4
6/20/2015,Emmons-Winthrop,4,0
6/20/2015,Little Tahoma,2,0
6/20/2015,Little Tahoma,4,4
6/20/2015,Emmons-Winthrop,4,4
6/20/2015,Kautz Glacier,2,2
6/20/2015,Disappointment Cleaver,3,0
6/20/2015,Disappointment Cleaver,4,1
6/20/2015,Disappointment Cleaver,3,3
6/20/2015,Disappointment Cleaver,6,6
6/20/2015,Kautz Glacier,3,3
6/20/2015,Disappointment Cleaver,3,3
6/20/2015,Disappointment Cleaver,3,0
6/20/2015,Disappointment Cleaver,11,5
6/20/2015,Disappointment Cleaver,7,3
6/20/2015,Disappointment Cleaver,4,4
6/20/2015,Emmons-Winthrop,3,0
6/20/2015,Kautz Cleaver,2,2
6/20/2015,Disappointment Cleaver,2,0
6/20/2015,Disappointment Cleaver,2,0
6/20/2015,Disappointment Cleaver,3,0
6/20/2015,Disappointment Cleaver,2,0
6/20/2015,Disappointment Cleaver,3,3
6/20/2015,Disappointment Cleaver,12,10
6/20/2015,Disappointment Cleaver,12,10
6/20/2015,Emmons-Winthrop,12,11
6/20/2015,Disappointment Cleaver,1,0
6/20/2015,Disappointment Cleaver,4,0
6/19/2015,Disappointment Cleaver,4,0
6/19/2015,Ptarmigan RIngraham Directge,3,3
6/19/2015,Disappointment Cleaver,5,5
6/19/2015,glacier only - no summit attempt,2,0
6/19/2015,Disappointment Cleaver,4,0
6/19/2015,Little Tahoma,8,7
6/19/2015,Emmons-Winthrop,4,4
6/19/2015,Emmons-Winthrop,8,8
6/19/2015,Emmons-Winthrop,2,2
6/19/2015,Emmons-Winthrop,4,4
6/19/2015,Emmons-Winthrop,4,4
6/19/2015,Disappointment Cleaver,2,0
6/19/2015,Disappointment Cleaver,3,3
6/19/2015,Emmons-Winthrop,2,0
6/19/2015,Disappointment Cleaver,3,3
6/19/2015,Disappointment Cleaver,2,2
6/19/2015,Disappointment Cleaver,4,4
6/19/2015,Disappointment Cleaver,5,0
6/19/2015,Disappointment Cleaver,2,2
6/19/2015,Disappointment Cleaver,4,4
6/19/2015,glacier only - no summit attempt,12,0
6/19/2015,Disappointment Cleaver,12,0
6/19/2015,Disappointment Cleaver,4,4
6/19/2015,Disappointment Cleaver,2,0
6/19/2015,Emmons-Winthrop,2,2
6/19/2015,Emmons-Winthrop,2,0
6/19/2015,Emmons-Winthrop,2,0
6/19/2015,Ptarmigan RIngraham Directge,2,0
6/19/2015,Mowich Face,2,2
6/19/2015,Disappointment Cleaver,12,10
6/19/2015,Disappointment Cleaver,12,8
6/19/2015,Disappointment Cleaver,4,4
6/19/2015,Sunset RIngraham Directge,2,0
6/18/2015,Disappointment Cleaver,5,5
6/18/2015,glacier only - no summit attempt,2,0
6/18/2015,Emmons-Winthrop,5,4
6/18/2015,Emmons-Winthrop,6,4
6/18/2015,Disappointment Cleaver,3,2
6/18/2015,Disappointment Cleaver,3,3
6/18/2015,Disappointment Cleaver,6,0
6/18/2015,Disappointment Cleaver,4,0
6/18/2015,Disappointment Cleaver,2,0
6/18/2015,Disappointment Cleaver,9,0
6/18/2015,Disappointment Cleaver,2,2
6/18/2015,Disappointment Cleaver,12,11
6/18/2015,Disappointment Cleaver,12,10
6/18/2015,Emmons-Winthrop,3,3
6/18/2015,Emmons-Winthrop,2,2
6/18/2015,Disappointment Cleaver,2,2
6/18/2015,Emmons-Winthrop,4,3
6/18/2015,Disappointment Cleaver,12,8
6/17/2015,Emmons-Winthrop,7,0
6/17/2015,Disappointment Cleaver,2,2
6/17/2015,Liberty RIngraham Directge,2,0
6/17/2015,Disappointment Cleaver,6,6
6/17/2015,Disappointment Cleaver,11,11
6/17/2015,Disappointment Cleaver,12,10
6/17/2015,Disappointment Cleaver,12,0
6/17/2015,Disappointment Cleaver,12,0
6/17/2015,Disappointment Cleaver,11,10
6/16/2015,Disappointment Cleaver,4,4
6/16/2015,Disappointment Cleaver,3,3
6/16/2015,Disappointment Cleaver,11,7
6/16/2015,Kautz Glacier,12,10
6/16/2015,Disappointment Cleaver,11,7
6/16/2015,Emmons-Winthrop,2,2
6/16/2015,Disappointment Cleaver,2,2
6/16/2015,Disappointment Cleaver,2,2
6/16/2015,Disappointment Cleaver,1,1
6/16/2015,Emmons-Winthrop,4,4
6/16/2015,Liberty RIngraham Directge,4,4
6/16/2015,Disappointment Cleaver,2,2
6/16/2015,Disappointment Cleaver,2,2
6/15/2015,Emmons-Winthrop,12,8
6/15/2015,Disappointment Cleaver,2,2
6/15/2015,Disappointment Cleaver,3,0
6/15/2015,Emmons-Winthrop,3,2
6/15/2015,Emmons-Winthrop,11,11
6/15/2015,Emmons-Winthrop,3,2
6/15/2015,Disappointment Cleaver,4,4
6/15/2015,Disappointment Cleaver,3,3
6/15/2015,Disappointment Cleaver,4,0
6/15/2015,Disappointment Cleaver,12,12
6/15/2015,Disappointment Cleaver,12,8
6/15/2015,Disappointment Cleaver,12,10
6/15/2015,Disappointment Cleaver,3,2
6/15/2015,Disappointment Cleaver,3,2
6/14/2015,Fuhrers Finger,5,0
6/14/2015,Disappointment Cleaver,11,7
6/14/2015,Kautz Glacier,12,12
6/14/2015,Emmons-Winthrop,2,2
6/14/2015,Emmons-Winthrop,3,3
6/14/2015,Disappointment Cleaver,4,4
6/14/2015,Disappointment Cleaver,2,2
6/14/2015,Disappointment Cleaver,2,0
6/14/2015,Disappointment Cleaver,5,5
6/14/2015,Disappointment Cleaver,3,0
6/14/2015,Emmons-Winthrop,4,4
6/14/2015,Disappointment Cleaver,2,2
6/14/2015,Disappointment Cleaver,4,4
6/13/2015,Emmons-Winthrop,3,2
6/13/2015,Disappointment Cleaver,4,3
6/13/2015,Disappointment Cleaver,4,4
6/13/2015,Disappointment Cleaver,2,0
6/13/2015,Disappointment Cleaver,1,0
6/13/2015,Disappointment Cleaver,2,0
6/13/2015,Disappointment Cleaver,3,3
6/13/2015,Disappointment Cleaver,2,2
6/13/2015,Emmons-Winthrop,6,6
6/13/2015,Disappointment Cleaver,4,4
6/13/2015,Disappointment Cleaver,4,4
6/13/2015,Liberty RIngraham Directge,3,3
6/13/2015,Emmons-Winthrop,3,3
6/13/2015,Emmons-Winthrop,2,0
6/13/2015,Emmons-Winthrop,7,7
6/13/2015,Emmons-Winthrop,2,2
6/13/2015,Emmons-Winthrop,2,0
6/13/2015,Emmons-Winthrop,2,2
6/13/2015,Emmons-Winthrop,4,0
6/13/2015,Emmons-Winthrop,3,3
6/13/2015,Fuhrers Finger,3,0
6/13/2015,Disappointment Cleaver,1,1
6/13/2015,Emmons-Winthrop,6,6
6/13/2015,Liberty RIngraham Directge,2,0
6/13/2015,Emmons-Winthrop,4,2
6/13/2015,Kautz Glacier,1,1
6/13/2015,Emmons-Winthrop,2,0
6/13/2015,Disappointment Cleaver,12,12
6/13/2015,Disappointment Cleaver,12,12
6/13/2015,Disappointment Cleaver,12,11
6/13/2015,Disappointment Cleaver,12,6
12/06/2015,Disappointment Cleaver,3,3
12/06/2015,Liberty RIngraham Directge,2,2
12/06/2015,Disappointment Cleaver,12,8
12/06/2015,Disappointment Cleaver,4,4
12/06/2015,Emmons-Winthrop,3,3
12/06/2015,Emmons-Winthrop,4,4
12/06/2015,Little Tahoma,3,3
12/06/2015,Disappointment Cleaver,2,0
12/06/2015,Disappointment Cleaver,7,0
12/06/2015,Disappointment Cleaver,3,0
12/06/2015,Emmons-Winthrop,3,3
12/06/2015,Disappointment Cleaver,7,4
12/06/2015,Emmons-Winthrop,8,6
12/06/2015,Disappointment Cleaver,2,0
12/06/2015,Fuhrers Finger,2,2
12/06/2015,Kautz Glacier,2,0
12/06/2015,Disappointment Cleaver,3,0
12/06/2015,Disappointment Cleaver,2,2
12/06/2015,Emmons-Winthrop,6,6
12/06/2015,Curtis RIngraham Directge,2,2
12/06/2015,Ptarmigan RIngraham Directge,2,2
12/06/2015,Disappointment Cleaver,3,0
12/06/2015,Emmons-Winthrop,4,4
12/06/2015,Disappointment Cleaver,12,7
12/06/2015,Disappointment Cleaver,10,11
12/06/2015,Emmons-Winthrop,9,7
12/06/2015,Emmons-Winthrop,9,9
12/06/2015,Emmons-Winthrop,12,7
11/06/2015,Emmons-Winthrop,3,3
11/06/2015,Disappointment Cleaver,12,7
11/06/2015,Disappointment Cleaver,11,0
11/06/2015,Disappointment Cleaver,11,11
11/06/2015,Disappointment Cleaver,4,0
11/06/2015,Disappointment Cleaver,3,0
11/06/2015,Kautz Glacier,4,0
11/06/2015,Disappointment Cleaver,2,0
11/06/2015,Disappointment Cleaver,4,0
11/06/2015,Disappointment Cleaver,2,0
11/06/2015,Disappointment Cleaver,2,0
11/06/2015,Little Tahoma,2,2
11/06/2015,Emmons-Winthrop,3,0
11/06/2015,Emmons-Winthrop,9,0
11/06/2015,Kautz Glacier,2,0
10/06/2015,Disappointment Cleaver,12,12
10/06/2015,Disappointment Cleaver,2,0
10/06/2015,Emmons-Winthrop,5,0
10/06/2015,Disappointment Cleaver,12,7
10/06/2015,Disappointment Cleaver,12,6
9/06/2015,Liberty RIngraham Directge,3,0
9/06/2015,Liberty RIngraham Directge,2,2
9/06/2015,Disappointment Cleaver,12,10
9/06/2015,Disappointment Cleaver,12,8
9/06/2015,Emmons-Winthrop,9,6
9/06/2015,Fuhrers Finger,3,0
9/06/2015,Disappointment Cleaver,11,9
9/06/2015,Kautz Glacier,11,0
9/06/2015,Emmons-Winthrop,2,0
9/06/2015,Disappointment Cleaver,2,2
9/06/2015,Emmons-Winthrop,3,0
9/06/2015,Emmons-Winthrop,2,2
8/06/2015,Disappointment Cleaver,2,0
8/06/2015,Disappointment Cleaver,12,9
8/06/2015,Disappointment Cleaver,4,4
8/06/2015,Disappointment Cleaver,3,3
8/06/2015,Disappointment Cleaver,11,8
8/06/2015,Disappointment Cleaver,10,0
8/06/2015,Disappointment Cleaver,10,6
8/06/2015,Emmons-Winthrop,2,2
8/06/2015,Disappointment Cleaver,3,3
8/06/2015,Disappointment Cleaver,2,2
7/06/2015,Disappointment Cleaver,2,0
7/06/2015,Disappointment Cleaver,5,5
7/06/2015,Little Tahoma,2,2
7/06/2015,Disappointment Cleaver,4,4
7/06/2015,Emmons-Winthrop,12,8
7/06/2015,Kautz Cleaver,2,0
7/06/2015,Disappointment Cleaver,2,0
7/06/2015,Emmons-Winthrop,2,2
7/06/2015,Kautz Glacier,3,0
7/06/2015,Disappointment Cleaver,2,2
7/06/2015,Disappointment Cleaver,5,3
7/06/2015,Disappointment Cleaver,3,3
7/06/2015,glacier only - no summit attempt,2,0
7/06/2015,Disappointment Cleaver,12,12
7/06/2015,Kautz Glacier,9,4
7/06/2015,Disappointment Cleaver,12,10
7/06/2015,Emmons-Winthrop,12,11
6/06/2015,Little Tahoma,12,0
6/06/2015,Disappointment Cleaver,6,0
6/06/2015,Disappointment Cleaver,5,0
6/06/2015,Disappointment Cleaver,2,2
6/06/2015,Disappointment Cleaver,11,7
6/06/2015,Disappointment Cleaver,2,0
6/06/2015,Ptarmigan RIngraham Directge,2,2
6/06/2015,Disappointment Cleaver,2,0
6/06/2015,Emmons-Winthrop,3,2
6/06/2015,Little Tahoma,5,0
6/06/2015,Emmons-Winthrop,2,2
6/06/2015,Little Tahoma,6,6
6/06/2015,Disappointment Cleaver,12,12
6/06/2015,Disappointment Cleaver,10,7
6/06/2015,Mowich Face,2,0
6/06/2015,glacier only - no summit attempt,1,0
6/06/2015,Liberty RIngraham Directge,2,2
6/06/2015,glacier only - no summit attempt,3,0
6/06/2015,glacier only - no summit attempt,1,0
6/06/2015,Disappointment Cleaver,2,0
6/06/2015,glacier only - no summit attempt,1,0
6/06/2015,Disappointment Cleaver,2,2
6/06/2015,Disappointment Cleaver,3,3
6/06/2015,Disappointment Cleaver,2,0
6/06/2015,Disappointment Cleaver,5,0
6/06/2015,glacier only - no summit attempt,2,0
6/06/2015,Disappointment Cleaver,4,0
6/06/2015,Disappointment Cleaver,3,3
6/06/2015,Disappointment Cleaver,3,0
6/06/2015,Disappointment Cleaver,3,3
6/06/2015,Disappointment Cleaver,4,4
6/06/2015,Fuhrers Finger,2,0
6/06/2015,Success Cleaver,2,2
6/06/2015,Disappointment Cleaver,4,2
6/06/2015,glacier only - no summit attempt,1,0
6/06/2015,Disappointment Cleaver,5,5
6/06/2015,Disappointment Cleaver,1,1
6/06/2015,Emmons-Winthrop,2,0
6/06/2015,Little Tahoma,3,3
6/06/2015,Disappointment Cleaver,2,2
5/06/2015,Disappointment Cleaver,4,4
5/06/2015,Disappointment Cleaver,6,0
5/06/2015,Disappointment Cleaver,2,0
5/06/2015,Emmons-Winthrop,3,3
5/06/2015,Liberty RIngraham Directge,2,2
5/06/2015,Emmons-Winthrop,4,4
5/06/2015,Emmons-Winthrop,4,4
5/06/2015,Emmons-Winthrop,4,4
5/06/2015,Emmons-Winthrop,4,4
5/06/2015,Disappointment Cleaver,4,4
5/06/2015,Disappointment Cleaver,4,4
5/06/2015,Tahoma Cleaver,3,3
5/06/2015,Emmons-Winthrop,3,0
5/06/2015,Disappointment Cleaver,3,3
5/06/2015,Disappointment Cleaver,12,12
5/06/2015,Disappointment Cleaver,2,0
5/06/2015,Liberty RIngraham Directge,2,2
5/06/2015,Disappointment Cleaver,2,2
5/06/2015,Disappointment Cleaver,4,4
5/06/2015,Fuhrers Finger,5,0
5/06/2015,Disappointment Cleaver,2,0
5/06/2015,Disappointment Cleaver,4,4
5/06/2015,Disappointment Cleaver,6,0
5/06/2015,Emmons-Winthrop,3,3
5/06/2015,Kautz Glacier,4,3
5/06/2015,Disappointment Cleaver,12,9
5/06/2015,Disappointment Cleaver,12,12
5/06/2015,Disappointment Cleaver,3,3
5/06/2015,Kautz Glacier,3,3
4/06/2015,Disappointment Cleaver,3,0
4/06/2015,Disappointment Cleaver,3,0
4/06/2015,Disappointment Cleaver,8,8
4/06/2015,Emmons-Winthrop,3,3
4/06/2015,Disappointment Cleaver,8,0
4/06/2015,Liberty RIngraham Directge,2,2
4/06/2015,Disappointment Cleaver,5,5
4/06/2015,Disappointment Cleaver,3,3
4/06/2015,Disappointment Cleaver,4,0
4/06/2015,Disappointment Cleaver,8,0
4/06/2015,Disappointment Cleaver,2,0
4/06/2015,Disappointment Cleaver,3,3
4/06/2015,Disappointment Cleaver,3,0
4/06/2015,Disappointment Cleaver,4,0
4/06/2015,Disappointment Cleaver,12,0
4/06/2015,Disappointment Cleaver,1,1
4/06/2015,Disappointment Cleaver,12,10
4/06/2015,Emmons-Winthrop,4,4
4/06/2015,Liberty RIngraham Directge,2,2
4/06/2015,Disappointment Cleaver,4,0
4/06/2015,Disappointment Cleaver,2,2
4/06/2015,Liberty RIngraham Directge,2,0
3/06/2015,Disappointment Cleaver,3,0
3/06/2015,Liberty RIngraham Directge,2,2
3/06/2015,Disappointment Cleaver,5,3
3/06/2015,Disappointment Cleaver,12,9
3/06/2015,Disappointment Cleaver,9,9
2/06/2015,Emmons-Winthrop,4,0
2/06/2015,Kautz Glacier,11,10
2/06/2015,Disappointment Cleaver,11,0
2/06/2015,Kautz Glacier,2,2
2/06/2015,Kautz Glacier,2,0
1/06/2015,Disappointment Cleaver,11,0
1/06/2015,Disappointment Cleaver,12,11
1/06/2015,Disappointment Cleaver,8,7
1/06/2015,Emmons-Winthrop,3,0
5/31/2015,Disappointment Cleaver,11,8
5/31/2015,Disappointment Cleaver,11,11
5/30/2015,Emmons-Winthrop,2,0
5/30/2015,Disappointment Cleaver,4,0
5/30/2015,Disappointment Cleaver,3,0
5/30/2015,Disappointment Cleaver,3,0
5/30/2015,Ingraham Direct,2,2
5/30/2015,Emmons-Winthrop,2,2
5/30/2015,Liberty RIngraham Directge,2,2
5/30/2015,Little Tahoma,11,0
5/30/2015,Emmons-Winthrop,2,0
5/30/2015,Disappointment Cleaver,3,0
5/30/2015,Disappointment Cleaver,2,0
5/30/2015,Disappointment Cleaver,5,0
5/30/2015,Kautz Glacier,2,0
5/30/2015,Disappointment Cleaver,12,0
5/30/2015,glacier only - no summit attempt,1,0
5/30/2015,Disappointment Cleaver,12,0
5/30/2015,Disappointment Cleaver,3,0
5/30/2015,Disappointment Cleaver,2,0
5/30/2015,Disappointment Cleaver,5,0
5/30/2015,Disappointment Cleaver,3,3
5/30/2015,Disappointment Cleaver,3,3
5/30/2015,glacier only - no summit attempt,2,0
5/30/2015,Disappointment Cleaver,1,1
5/30/2015,Gibralter Ledges,3,0
5/30/2015,Disappointment Cleaver,12,5
5/30/2015,Disappointment Cleaver,4,4
5/30/2015,Disappointment Cleaver,12,7
5/30/2015,Kautz Glacier,2,2
5/30/2015,Ingraham Direct,3,3
5/30/2015,Disappointment Cleaver,2,0
5/30/2015,Disappointment Cleaver,3,3
5/30/2015,Disappointment Cleaver,3,0
5/30/2015,Disappointment Cleaver,4,0
5/30/2015,Disappointment Cleaver,12,12
5/30/2015,Disappointment Cleaver,8,8
5/29/2015,Disappointment Cleaver,1,0
5/29/2015,Disappointment Cleaver,2,0
5/29/2015,Liberty RIngraham Directge,4,0
5/29/2015,Disappointment Cleaver,2,0
5/29/2015,Fuhrers Finger,2,2
5/29/2015,Disappointment Cleaver,3,3
5/29/2015,Disappointment Cleaver,4,2
5/29/2015,Disappointment Cleaver,2,2
5/29/2015,Disappointment Cleaver,2,0
5/29/2015,Little Tahoma,2,2
5/29/2015,Disappointment Cleaver,2,0
5/29/2015,Disappointment Cleaver,2,2
5/29/2015,Curtis RIngraham Directge,2,0
5/29/2015,Disappointment Cleaver,12,10
5/29/2015,Disappointment Cleaver,12,7
5/29/2015,Ptarmigan RIngraham Directge,3,0
5/29/2015,Disappointment Cleaver,12,12
5/29/2015,Disappointment Cleaver,4,2
5/29/2015,Kautz Glacier,2,2
5/29/2015,Disappointment Cleaver,2,0
5/29/2015,Disappointment Cleaver,1,0
5/28/2015,Disappointment Cleaver,5,5
5/28/2015,Emmons-Winthrop,3,0
